Mixed array																
2.5																
11																
0																
"Type of measurement (0=app. resistivity,1=resistance)"																
1																
4067																
1																
1																
Chargeability																
msec																
"0.1,  1.0"	C1		C2		P1		P2				a	b	m	n		
4	15	0	105	0	117.5	0	120	0	-0.05286606	0	7	43	48	49		
4	15	0	105	0	120	0	122.5	0	-0.05373367	0	7	43	49	50		
4	15	0	105	0	122.5	0	125	0	-0.01681159	0	7	43	50	51		
4	15	0	105	0	125	0	127.5	0	-0.03976397	0	7	43	51	52		
4	15	0	105	0	127.5	0	130	0	-0.0490771	0	7	43	52	53		
4	15	0	105	0	130	0	132.5	0	-0.04279851	0	7	43	53	54		
4	15	0	105	0	132.5	0	135	0	-0.01889977	0	7	43	54	55		
4	15	0	105	0	135	0	137.5	0	-0.03968733	0	7	43	55	56		
4	15	0	105	0	147.5	0	150	0	-0.0333764	0	7	43	60	61		
4	15	0	105	0	150	0	152.5	0	-0.02522828	0	7	43	61	62		
4	20	0	110	0	0	0	2.5	0	-0.03532625	0	9	45	1	2		
4	20	0	110	0	2.5	0	5	0	-0.02244061	0	9	45	2	3		
4	20	0	110	0	5	0	7.5	0	-0.08300997	0	9	45	3	4		
4	20	0	110	0	7.5	0	10	0	-0.3228294	114.1908035	9	45	4	5		
4	20	0	110	0	12.5	0	15	0	-0.3668949	29.02449036	9	45	6	7		
4	20	0	110	0	22.5	0	25	0	0.79890138	30.76968002	9	45	10	11		
4	20	0	110	0	25	0	27.5	0	0.29036969	29.06068993	9	45	11	12		
4	20	0	110	0	27.5	0	30	0	0.1585649	26.21880913	9	45	12	13		
4	20	0	110	0	30	0	32.5	0	0.1297206	29.37985992	9	45	13	14		
4	20	0	110	0	32.5	0	35	0	0.1326797	21.60264969	9	45	14	15		
4	20	0	110	0	35	0	37.5	0	0.03478028	0	9	45	15	16		
4	20	0	110	0	37.5	0	40	0	0.1598334	0.31945741	9	45	16	17		
4	20	0	110	0	40	0	42.5	0	0.1181333	28.48966026	9	45	17	18		
4	20	0	110	0	45	0	47.5	0	0.02158	0	9	45	19	20		
4	20	0	110	0	47.5	0	50	0	0.09032194	54.97320938	9	45	20	21		
4	20	0	110	0	50	0	52.5	0	0.2225475	19.50189018	9	45	21	22		
4	20	0	110	0	55	0	57.5	0	0.05104856	0	9	45	23	24		
4	20	0	110	0	62.5	0	65	0	0.1237405	29.65259933	9	45	26	27		
4	20	0	110	0	70	0	72.5	0	0.2160662	30.02362061	9	45	29	30		
4	20	0	110	0	72.5	0	75	0	0.11433	3.63519812	9	45	30	31		
4	20	0	110	0	77.5	0	80	0	0.38427359	24.31225967	9	45	32	33		
4	20	0	110	0	80	0	82.5	0	0.07132733	0	9	45	33	34		
4	20	0	110	0	100	0	102.5	0	0.1949119	21.0836792	9	45	41	42		
4	20	0	110	0	102.5	0	105	0	0.40179691	22.87405968	9	45	42	43		
4	20	0	110	0	112.5	0	115	0	-1.35926402	18.01357079	9	45	46	47		
4	20	0	110	0	115	0	117.5	0	-0.1287055	17.50259972	9	45	47	48		
4	20	0	110	0	117.5	0	120	0	-0.3721703	28.93675041	9	45	48	49		
4	20	0	110	0	120	0	122.5	0	-0.08725251	0	9	45	49	50		
4	20	0	110	0	122.5	0	125	0	-0.09621024	18.17738914	9	45	50	51		
4	20	0	110	0	125	0	127.5	0	-0.07713733	0	9	45	51	52		
4	20	0	110	0	130	0	132.5	0	-0.04318705	0	9	45	53	54		
4	20	0	110	0	132.5	0	135	0	-0.04838914	0	9	45	54	55		
4	20	0	110	0	135	0	137.5	0	-0.237864	35.6468811	9	45	55	56		
4	20	0	110	0	150	0	152.5	0	-0.005353	0	9	45	61	62		
4	22.5	0	112.5	0	0	0	2.5	0	-0.01683195	0	10	46	1	2		
4	22.5	0	112.5	0	2.5	0	5	0	-0.04363126	0	10	46	2	3		
4	22.5	0	112.5	0	5	0	7.5	0	-0.05000135	0	10	46	3	4		
4	22.5	0	112.5	0	7.5	0	10	0	-0.04462651	0	10	46	4	5		
4	22.5	0	112.5	0	10	0	12.5	0	-0.09486887	0	10	46	5	6		
4	22.5	0	112.5	0	12.5	0	15	0	-0.1850345	49.0602417	10	46	6	7		
4	22.5	0	112.5	0	15	0	17.5	0	-0.3498573	41.34669876	10	46	7	8		
4	22.5	0	112.5	0	25	0	27.5	0	0.78147209	32.39685059	10	46	11	12		
4	22.5	0	112.5	0	27.5	0	30	0	0.35476491	33.73273087	10	46	12	13		
4	22.5	0	112.5	0	30	0	32.5	0	0.1997558	35.08761978	10	46	13	14		
4	22.5	0	112.5	0	32.5	0	35	0	0.08860797	0	10	46	14	15		
4	22.5	0	112.5	0	35	0	37.5	0	0.1479028	18.45051003	10	46	15	16		
4	22.5	0	112.5	0	37.5	0	40	0	0.46613899	44.26113129	10	46	16	17		
4	22.5	0	112.5	0	40	0	42.5	0	0.06556349	0	10	46	17	18		
4	22.5	0	112.5	0	45	0	47.5	0	0.1089397	48.03607941	10	46	19	20		
4	22.5	0	112.5	0	47.5	0	50	0	0.29647711	55.8091011	10	46	20	21		
4	22.5	0	112.5	0	57.5	0	60	0	0.2276385	48.06998062	10	46	24	25		
4	22.5	0	112.5	0	62.5	0	65	0	0.02156564	0	10	46	26	27		
4	22.5	0	112.5	0	65	0	67.5	0	0.05353465	0	10	46	27	28		
4	22.5	0	112.5	0	70	0	72.5	0	0.04030465	0	10	46	29	30		
4	22.5	0	112.5	0	72.5	0	75	0	0.00454728	0	10	46	30	31		
4	22.5	0	112.5	0	75	0	77.5	0	0.1604659	50.32123947	10	46	31	32		
4	22.5	0	112.5	0	100	0	102.5	0	0.1242772	47.97959137	10	46	41	42		
4	22.5	0	112.5	0	102.5	0	105	0	0.24200021	46.70761871	10	46	42	43		
4	22.5	0	112.5	0	105	0	107.5	0	0.41082129	56.01068878	10	46	43	44		
4	22.5	0	112.5	0	115	0	117.5	0	-1.00677502	56.95772934	10	46	47	48		
4	22.5	0	112.5	0	117.5	0	120	0	-0.27777711	42.44784164	10	46	48	49		
4	22.5	0	112.5	0	120	0	122.5	0	-0.1580448	44.70500183	10	46	49	50		
4	22.5	0	112.5	0	122.5	0	125	0	-0.07412142	0	10	46	50	51		
4	22.5	0	112.5	0	125	0	127.5	0	-0.08941291	0	10	46	51	52		
4	22.5	0	112.5	0	127.5	0	130	0	-0.09088785	0	10	46	52	53		
4	22.5	0	112.5	0	130	0	132.5	0	-0.07300917	0	10	46	53	54		
4	22.5	0	112.5	0	132.5	0	135	0	-0.03918928	0	10	46	54	55		
4	22.5	0	112.5	0	135	0	137.5	0	-0.0684424	0	10	46	55	56		
4	22.5	0	112.5	0	147.5	0	150	0	-0.03546643	0	10	46	60	61		
4	22.5	0	112.5	0	150	0	152.5	0	-0.03011344	0	10	46	61	62		
4	25	0	115	0	27.5	0	30	0	0.78173423	51.87826157	11	47	12	13		
4	25	0	115	0	30	0	32.5	0	0.33581111	57.85726929	11	47	13	14		
4	27.5	0	117.5	0	30	0	32.5	0	0.75864148	50.20372009	12	48	13	14		
4	30	0	120	0	0	0	2.5	0	-0.0078665	0	13	49	1	2		
4	30	0	120	0	2.5	0	5	0	-0.03482653	0	13	49	2	3		
4	30	0	120	0	5	0	7.5	0	-0.02311248	0	13	49	3	4		
4	30	0	120	0	7.5	0	10	0	-0.00755912	0	13	49	4	5		
4	30	0	120	0	10	0	12.5	0	-0.0858739	0	13	49	5	6		
4	30	0	120	0	12.5	0	15	0	-0.0250688	0	13	49	6	7		
4	30	0	120	0	15	0	17.5	0	-0.09386813	0	13	49	7	8		
4	30	0	120	0	17.5	0	20	0	-0.1245018	49.3878212	13	49	8	9		
4	30	0	120	0	20	0	22.5	0	-0.1592937	43.28778839	13	49	9	10		
4	30	0	120	0	22.5	0	25	0	-0.32356399	34.05900955	13	49	10	11		
4	30	0	120	0	32.5	0	35	0	0.78119057	34.78047943	13	49	14	15		
4	30	0	120	0	35	0	37.5	0	0.43208069	29.19599915	13	49	15	16		
4	30	0	120	0	37.5	0	40	0	0.4753505	42.09479904	13	49	16	17		
4	30	0	120	0	40	0	42.5	0	0.08150472	0	13	49	17	18		
4	30	0	120	0	42.5	0	45	0	0.05701276	0	13	49	18	19		
4	30	0	120	0	45	0	47.5	0	0.15033451	46.84664154	13	49	19	20		
4	30	0	120	0	47.5	0	50	0	0.1010647	0	13	49	20	21		
4	30	0	120	0	52.5	0	55	0	0.06489657	0	13	49	22	23		
4	30	0	120	0	57.5	0	60	0	0.2642183	46.70088959	13	49	24	25		
4	30	0	120	0	60	0	62.5	0	0.1789781	29.74666977	13	49	25	26		
4	30	0	120	0	67.5	0	70	0	0.0642093	0	13	49	28	29		
4	30	0	120	0	72.5	0	75	0	0.1561895	37.2404213	13	49	30	31		
4	30	0	120	0	75	0	77.5	0	0.1670292	49.30041122	13	49	31	32		
4	30	0	120	0	77.5	0	80	0	0.08648865	0	13	49	32	33		
4	30	0	120	0	100	0	102.5	0	0.0519011	0	13	49	41	42		
4	30	0	120	0	102.5	0	105	0	0.09383022	0	13	49	42	43		
4	30	0	120	0	105	0	107.5	0	0.07553851	0	13	49	43	44		
4	30	0	120	0	107.5	0	110	0	0.15223899	44.44577026	13	49	44	45		
4	30	0	120	0	110	0	112.5	0	0.1320997	67.66998291	13	49	45	46		
4	30	0	120	0	112.5	0	115	0	0.36023971	47.10926056	13	49	46	47		
4	30	0	120	0	122.5	0	125	0	-0.62451082	57.57693863	13	49	50	51		
4	30	0	120	0	125	0	127.5	0	-0.30944541	22.75901031	13	49	51	52		
4	30	0	120	0	127.5	0	130	0	-0.23444819	99	13	49	52	53		
4	30	0	120	0	130	0	132.5	0	-0.1617552	46.91426086	13	49	53	54		
4	30	0	120	0	132.5	0	135	0	-0.08888338	0	13	49	54	55		
4	30	0	120	0	135	0	137.5	0	-0.1118863	16.39444923	13	49	55	56		
4	30	0	120	0	147.5	0	150	0	-0.04303831	0	13	49	60	61		
4	30	0	120	0	150	0	152.5	0	-0.0358566	0	13	49	61	62		
4	32.5	0	122.5	0	105	0	107.5	0	0.09163613	0	14	50	43	44		
4	32.5	0	122.5	0	107.5	0	110	0	0.07108149	0	14	50	44	45		
4	32.5	0	122.5	0	110	0	112.5	0	0.1741513	27.25930977	14	50	45	46		
4	32.5	0	122.5	0	112.5	0	115	0	0.1705277	41.01839066	14	50	46	47		
4	32.5	0	122.5	0	115	0	117.5	0	0.3381522	34.10509109	14	50	47	48		
4	32.5	0	122.5	0	125	0	127.5	0	-0.73267812	62.91785049	14	50	51	52		
4	32.5	0	122.5	0	127.5	0	130	0	-0.3577655	56.01293182	14	50	52	53		
4	32.5	0	122.5	0	130	0	132.5	0	-0.21560331	29.59071922	14	50	53	54		
4	32.5	0	122.5	0	132.5	0	135	0	-0.1417222	26.77902985	14	50	54	55		
4	35	0	125	0	0	0	2.5	0	-0.00318838	0	15	51	1	2		
4	35	0	125	0	2.5	0	5	0	-0.03220221	0	15	51	2	3		
4	35	0	125	0	5	0	7.5	0	-0.01358996	0	15	51	3	4		
4	35	0	125	0	7.5	0	10	0	-0.02411869	0	15	51	4	5		
4	35	0	125	0	10	0	12.5	0	-0.02061853	0	15	51	5	6		
4	35	0	125	0	15	0	17.5	0	-0.08802106	0	15	51	7	8		
4	35	0	125	0	17.5	0	20	0	-0.1105441	0	15	51	8	9		
4	35	0	125	0	20	0	22.5	0	-0.02138431	0	15	51	9	10		
4	35	0	125	0	22.5	0	25	0	-0.1421219	25.34310913	15	51	10	11		
4	35	0	125	0	25	0	27.5	0	-0.125173	40.6435318	15	51	11	12		
4	35	0	125	0	27.5	0	30	0	-0.26503521	40.64268875	15	51	12	13		
4	35	0	125	0	37.5	0	40	0	1.59693694	35.25991821	15	51	16	17		
4	35	0	125	0	42.5	0	45	0	0.28380859	40.86077118	15	51	18	19		
4	35	0	125	0	47.5	0	50	0	0.26551279	53.30942154	15	51	20	21		
4	35	0	125	0	52.5	0	55	0	0.03905652	0	15	51	22	23		
4	35	0	125	0	57.5	0	60	0	0.37479761	42.34891891	15	51	24	25		
4	35	0	125	0	67.5	0	70	0	0.2203809	20.58972931	15	51	28	29		
4	35	0	125	0	72.5	0	75	0	0.1137956	0	15	51	30	31		
4	35	0	125	0	75	0	77.5	0	0.3609345	41.39115906	15	51	31	32		
4	35	0	125	0	77.5	0	80	0	0.00799592	0	15	51	32	33		
4	35	0	125	0	100	0	102.5	0	0.04106751	0	15	51	41	42		
4	35	0	125	0	102.5	0	105	0	0.08035669	0	15	51	42	43		
4	35	0	125	0	105	0	107.5	0	0.04034036	0	15	51	43	44		
4	35	0	125	0	107.5	0	110	0	0.1112713	0	15	51	44	45		
4	35	0	125	0	110	0	112.5	0	0.04467411	0	15	51	45	46		
4	35	0	125	0	112.5	0	115	0	0.18971971	33.5908699	15	51	46	47		
4	35	0	125	0	115	0	117.5	0	0.1671297	45.30062103	15	51	47	48		
4	35	0	125	0	117.5	0	120	0	0.3009232	60.16545105	15	51	48	49		
4	35	0	125	0	127.5	0	130	0	-0.91626519	86.63321686	15	51	52	53		
4	35	0	125	0	130	0	132.5	0	-0.3878262	44.92341995	15	51	53	54		
4	35	0	125	0	132.5	0	135	0	-0.1977796	47.5	15	51	54	55		
4	35	0	125	0	135	0	137.5	0	-0.20105369	23.0316906	15	51	55	56		
4	35	0	125	0	147.5	0	150	0	-0.05358746	0	15	51	60	61		
4	35	0	125	0	150	0	152.5	0	-0.04483612	0	15	51	61	62		
4	40	0	130	0	0	0	2.5	0	-0.01884113	0	17	53	1	2		
4	40	0	130	0	5	0	7.5	0	-0.03243135	0	17	53	3	4		
4	40	0	130	0	7.5	0	10	0	-0.01125798	0	17	53	4	5		
4	40	0	130	0	12.5	0	15	0	-0.08839816	0	17	53	6	7		
4	40	0	130	0	15	0	17.5	0	-0.03526722	0	17	53	7	8		
4	40	0	130	0	17.5	0	20	0	-0.00629757	0	17	53	8	9		
4	40	0	130	0	20	0	22.5	0	-0.08675826	0	17	53	9	10		
4	40	0	130	0	25	0	27.5	0	-0.07507402	0	17	53	11	12		
4	40	0	130	0	27.5	0	30	0	-0.1574135	0	17	53	12	13		
4	40	0	130	0	30	0	32.5	0	-0.1721319	31.15010071	17	53	13	14		
4	40	0	130	0	32.5	0	35	0	-0.25004721	38.82949066	17	53	14	15		
4	40	0	130	0	42.5	0	45	0	0.09057292	0	17	53	18	19		
4	40	0	130	0	45	0	47.5	0	0.2125129	34.32587814	17	53	19	20		
4	40	0	130	0	47.5	0	50	0	0.22872309	49.91429901	17	53	20	21		
4	40	0	130	0	52.5	0	55	0	0.1096869	0	17	53	22	23		
4	40	0	130	0	80	0	82.5	0	0.08967831	0	17	53	33	34		
4	40	0	130	0	100	0	102.5	0	0.02114214	0	17	53	41	42		
4	40	0	130	0	105	0	107.5	0	0.07818276	0	17	53	43	44		
4	40	0	130	0	110	0	112.5	0	0.16392151	0	17	53	45	46		
4	40	0	130	0	112.5	0	115	0	0.00666139	0	17	53	46	47		
4	40	0	130	0	115	0	117.5	0	0.1491964	0	17	53	47	48		
4	40	0	130	0	117.5	0	120	0	0.09412557	0	17	53	48	49		
4	40	0	130	0	120	0	122.5	0	0.1907123	23.38604927	17	53	49	50		
4	40	0	130	0	122.5	0	125	0	0.28402749	31.74831963	17	53	50	51		
4	40	0	130	0	132.5	0	135	0	-1.985618	20.26362991	17	53	54	55		
4	40	0	130	0	135	0	137.5	0	-0.97951889	29.91630936	17	53	55	56		
4	40	0	130	0	147.5	0	150	0	-0.0240106	0	17	53	60	61		
4	40	0	130	0	150	0	152.5	0	-0.02598173	0	17	53	61	62		
4	60	0	150	0	2.5	0	5	0	-0.02603007	0	25	61	2	3		
4	60	0	150	0	10	0	12.5	0	-0.08195689	0	25	61	5	6		
4	60	0	150	0	15	0	17.5	0	-0.01628595	0	25	61	7	8		
4	60	0	150	0	17.5	0	20	0	-0.03216295	0	25	61	8	9		
4	60	0	150	0	22.5	0	25	0	-0.05830715	0	25	61	10	11		
4	60	0	150	0	30	0	32.5	0	-0.01807527	0	25	61	13	14		
4	60	0	150	0	32.5	0	35	0	-0.09531363	0	25	61	14	15		
4	60	0	150	0	65	0	67.5	0	0.31671801	78.24001312	25	61	27	28		
4	60	0	150	0	67.5	0	70	0	0.1158738	0	25	61	28	29		
4	60	0	150	0	72.5	0	75	0	0.220755	48.4433403	25	61	30	31		
4	60	0	150	0	80	0	82.5	0	0.00547122	0	25	61	33	34		
4	60	0	150	0	100	0	102.5	0	0.02453829	0	25	61	41	42		
4	60	0	150	0	102.5	0	105	0	0.05852317	0	25	61	42	43		
4	60	0	150	0	107.5	0	110	0	0.06094018	0	25	61	44	45		
4	60	0	150	0	112.5	0	115	0	0.07759161	0	25	61	46	47		
4	60	0	150	0	117.5	0	120	0	0.03864228	0	25	61	48	49		
4	60	0	150	0	120	0	122.5	0	0.0070486	0	25	61	49	50		
4	60	0	150	0	122.5	0	125	0	0.05879218	0	25	61	50	51		
4	60	0	150	0	125	0	127.5	0	0.03236675	0	25	61	51	52		
4	60	0	150	0	127.5	0	130	0	0.04820978	0	25	61	52	53		
4	60	0	150	0	130	0	132.5	0	0.08808162	0	25	61	53	54		
4	60	0	150	0	132.5	0	135	0	0.1332372	0	25	61	54	55		
4	60	0	150	0	135	0	137.5	0	0.2477728	92.85986328	25	61	55	56		
4	62.5	0	152.5	0	2.5	0	5	0	-0.0256758	0	26	62	2	3		
4	62.5	0	152.5	0	10	0	12.5	0	-0.09937378	0	26	62	5	6		
4	62.5	0	152.5	0	15	0	17.5	0	-0.01566067	0	26	62	7	8		
4	62.5	0	152.5	0	17.5	0	20	0	-0.04149914	0	26	62	8	9		
4	62.5	0	152.5	0	22.5	0	25	0	-0.06759578	0	26	62	10	11		
4	62.5	0	152.5	0	30	0	32.5	0	-0.0165128	0	26	62	13	14		
4	62.5	0	152.5	0	32.5	0	35	0	-0.1069907	0	26	62	14	15		
4	62.5	0	152.5	0	37.5	0	40	0	-0.36831379	99	26	62	16	17		
4	62.5	0	152.5	0	65	0	67.5	0	0.17140029	0	26	62	27	28		
4	62.5	0	152.5	0	72.5	0	75	0	0.90116471	44.00255966	26	62	30	31		
4	62.5	0	152.5	0	80	0	82.5	0	0.00351149	0	26	62	33	34		
4	62.5	0	152.5	0	100	0	102.5	0	0.02810385	0	26	62	41	42		
4	62.5	0	152.5	0	102.5	0	105	0	0.06808378	0	26	62	42	43		
4	62.5	0	152.5	0	107.5	0	110	0	0.07166392	0	26	62	44	45		
4	62.5	0	152.5	0	112.5	0	115	0	0.09199414	0	26	62	46	47		
4	62.5	0	152.5	0	117.5	0	120	0	0.04648805	0	26	62	48	49		
4	62.5	0	152.5	0	120	0	122.5	0	0.00455762	0	26	62	49	50		
4	62.5	0	152.5	0	122.5	0	125	0	0.06484091	0	26	62	50	51		
4	62.5	0	152.5	0	125	0	127.5	0	0.01877818	0	26	62	51	52		
4	62.5	0	152.5	0	127.5	0	130	0	0.04011574	0	26	62	52	53		
4	62.5	0	152.5	0	130	0	132.5	0	0.06116676	0	26	62	53	54		
4	62.5	0	152.5	0	132.5	0	135	0	0.1049507	0	26	62	54	55		
4	62.5	0	152.5	0	135	0	137.5	0	0.17474771	0	26	62	55	56		
4	2.5	0	112.5	0	5	0	7.5	0	0.70097131	30.22019005	2	46	3	4		
4	2.5	0	112.5	0	7.5	0	10	0	0.327784	89.08287048	2	46	4	5		
4	2.5	0	112.5	0	10	0	12.5	0	0.05515065	0	2	46	5	6		
4	2.5	0	112.5	0	12.5	0	15	0	0.1431829	24.36854935	2	46	6	7		
4	2.5	0	112.5	0	15	0	17.5	0	0.08523753	0	2	46	7	8		
4	2.5	0	112.5	0	17.5	0	20	0	0.05022667	0	2	46	8	9		
4	2.5	0	112.5	0	20	0	22.5	0	0.0819997	0	2	46	9	10		
4	2.5	0	112.5	0	22.5	0	25	0	0.01635593	0	2	46	10	11		
4	2.5	0	112.5	0	25	0	27.5	0	0.04413103	0	2	46	11	12		
4	2.5	0	112.5	0	27.5	0	30	0	0.0637248	0	2	46	12	13		
4	2.5	0	112.5	0	30	0	32.5	0	0.03624937	0	2	46	13	14		
4	2.5	0	112.5	0	35	0	37.5	0	0.07851475	0	2	46	15	16		
4	2.5	0	112.5	0	37.5	0	40	0	0.1883346	40.36697006	2	46	16	17		
4	2.5	0	112.5	0	42.5	0	45	0	0.18855169	43.78887177	2	46	18	19		
4	2.5	0	112.5	0	45	0	47.5	0	0.03847928	0	2	46	19	20		
4	2.5	0	112.5	0	47.5	0	50	0	0.0694742	0	2	46	20	21		
4	2.5	0	112.5	0	52.5	0	55	0	0.00262722	0	2	46	22	23		
4	2.5	0	112.5	0	57.5	0	60	0	0.32409781	45.18875122	2	46	24	25		
4	2.5	0	112.5	0	62.5	0	65	0	0.01192991	0	2	46	26	27		
4	2.5	0	112.5	0	65	0	67.5	0	0.08961698	0	2	46	27	28		
4	2.5	0	112.5	0	72.5	0	75	0	0.1653062	37.57524109	2	46	30	31		
4	2.5	0	112.5	0	75	0	77.5	0	0.1923506	53.79697037	2	46	31	32		
4	2.5	0	112.5	0	100	0	102.5	0	0.1232707	43.37321854	2	46	41	42		
4	2.5	0	112.5	0	102.5	0	105	0	0.2482125	40.97192001	2	46	42	43		
4	2.5	0	112.5	0	105	0	107.5	0	0.4204908	49.42277908	2	46	43	44		
4	2.5	0	112.5	0	115	0	117.5	0	-1.01086199	51.89926147	2	46	47	48		
4	2.5	0	112.5	0	117.5	0	120	0	-0.27616781	37.37895966	2	46	48	49		
4	2.5	0	112.5	0	120	0	122.5	0	-0.1585775	40.01279068	2	46	49	50		
4	2.5	0	112.5	0	122.5	0	125	0	-0.07425322	0	2	46	50	51		
4	2.5	0	112.5	0	125	0	127.5	0	-0.08915358	0	2	46	51	52		
4	2.5	0	112.5	0	127.5	0	130	0	-0.09652227	99	2	46	52	53		
4	2.5	0	112.5	0	130	0	132.5	0	-0.07690823	0	2	46	53	54		
4	2.5	0	112.5	0	132.5	0	135	0	-0.03840116	0	2	46	54	55		
4	2.5	0	112.5	0	135	0	137.5	0	-0.06524345	0	2	46	55	56		
4	2.5	0	112.5	0	147.5	0	150	0	-0.04520506	0	2	46	60	61		
4	2.5	0	112.5	0	150	0	152.5	0	-0.03038355	0	2	46	61	62		
4	7.5	0	117.5	0	0	0	2.5	0	-0.1766596	42.69654083	4	48	1	2		
4	7.5	0	117.5	0	10	0	12.5	0	0.57333517	120.2807999	4	48	5	6		
4	7.5	0	117.5	0	12.5	0	15	0	0.187553	40.74295044	4	48	6	7		
4	7.5	0	117.5	0	15	0	17.5	0	0.1570404	43.42414093	4	48	7	8		
4	7.5	0	117.5	0	17.5	0	20	0	0.123566	0	4	48	8	9		
4	7.5	0	117.5	0	20	0	22.5	0	0.04852876	0	4	48	9	10		
4	7.5	0	117.5	0	22.5	0	25	0	0.1100345	0	4	48	10	11		
4	7.5	0	117.5	0	25	0	27.5	0	0.02972467	0	4	48	11	12		
4	7.5	0	117.5	0	30	0	32.5	0	0.04056743	0	4	48	13	14		
4	7.5	0	117.5	0	32.5	0	35	0	0.09865323	0	4	48	14	15		
4	7.5	0	117.5	0	37.5	0	40	0	0.1370136	0	4	48	16	17		
4	7.5	0	117.5	0	40	0	42.5	0	0.1000686	0	4	48	17	18		
4	7.5	0	117.5	0	42.5	0	45	0	0.04740978	0	4	48	18	19		
4	7.5	0	117.5	0	47.5	0	50	0	0.25159201	53.54861069	4	48	20	21		
4	7.5	0	117.5	0	52.5	0	55	0	0.1600305	6.54521513	4	48	22	23		
4	7.5	0	117.5	0	57.5	0	60	0	0.12729099	0	4	48	24	25		
4	7.5	0	117.5	0	65	0	67.5	0	0.03806022	0	4	48	27	28		
4	7.5	0	117.5	0	75	0	77.5	0	0.05096928	0	4	48	31	32		
4	7.5	0	117.5	0	77.5	0	80	0	0.1682092	29.43103027	4	48	32	33		
4	7.5	0	117.5	0	80	0	82.5	0	0.08346546	0	4	48	33	34		
4	7.5	0	117.5	0	100	0	102.5	0	0.0505654	0	4	48	41	42		
4	7.5	0	117.5	0	102.5	0	105	0	0.05010349	0	4	48	42	43		
4	7.5	0	117.5	0	105	0	107.5	0	0.15855829	16.05964088	4	48	43	44		
4	7.5	0	117.5	0	107.5	0	110	0	0.0886565	0	4	48	44	45		
4	7.5	0	117.5	0	110	0	112.5	0	0.38708761	21.51951027	4	48	45	46		
4	7.5	0	117.5	0	120	0	122.5	0	-0.72983342	23.21978951	4	48	49	50		
4	7.5	0	117.5	0	122.5	0	125	0	-0.3102521	21.18606949	4	48	50	51		
4	7.5	0	117.5	0	125	0	127.5	0	-0.1885325	278.5917053	4	48	51	52		
4	7.5	0	117.5	0	127.5	0	130	0	-0.13693079	0	4	48	52	53		
4	7.5	0	117.5	0	130	0	132.5	0	-0.09914604	0	4	48	53	54		
4	7.5	0	117.5	0	132.5	0	135	0	-0.09278414	0	4	48	54	55		
4	7.5	0	117.5	0	135	0	137.5	0	-0.06917312	0	4	48	55	56		
4	7.5	0	117.5	0	150	0	152.5	0	-0.00385345	0	4	48	61	62		
4	17.5	0	127.5	0	0	0	2.5	0	-0.03124074	0	8	52	1	2		
4	17.5	0	127.5	0	2.5	0	5	0	-0.08037522	0	8	52	2	3		
4	17.5	0	127.5	0	5	0	7.5	0	-0.07171185	0	8	52	3	4		
4	17.5	0	127.5	0	7.5	0	10	0	-0.1342946	92.85968018	8	52	4	5		
4	17.5	0	127.5	0	10	0	12.5	0	-0.26829159	99	8	52	5	6		
4	17.5	0	127.5	0	20	0	22.5	0	0.89913458	40.454319	8	52	9	10		
4	17.5	0	127.5	0	22.5	0	25	0	0.3117142	50.16450882	8	52	10	11		
4	17.5	0	127.5	0	25	0	27.5	0	0.1833874	46.20401001	8	52	11	12		
4	17.5	0	127.5	0	27.5	0	30	0	0.1528469	43.68989944	8	52	12	13		
4	17.5	0	127.5	0	30	0	32.5	0	0.09489801	0	8	52	13	14		
4	17.5	0	127.5	0	32.5	0	35	0	0.03055908	0	8	52	14	15		
4	17.5	0	127.5	0	35	0	37.5	0	0.1076833	0	8	52	15	16		
4	17.5	0	127.5	0	37.5	0	40	0	0.31552771	53.25117874	8	52	16	17		
4	17.5	0	127.5	0	42.5	0	45	0	0.02922865	0	8	52	18	19		
4	17.5	0	127.5	0	45	0	47.5	0	0.1047718	0	8	52	19	20		
4	17.5	0	127.5	0	47.5	0	50	0	0.1041275	0	8	52	20	21		
4	17.5	0	127.5	0	57.5	0	60	0	0.28578901	64.92006683	8	52	24	25		
4	17.5	0	127.5	0	67.5	0	70	0	0.00484537	0	8	52	28	29		
4	17.5	0	127.5	0	72.5	0	75	0	0.02140691	0	8	52	30	31		
4	17.5	0	127.5	0	75	0	77.5	0	0.40997869	64.03735352	8	52	31	32		
4	17.5	0	127.5	0	100	0	102.5	0	0.03497697	0	8	52	41	42		
4	17.5	0	127.5	0	102.5	0	105	0	0.06541518	0	8	52	42	43		
4	17.5	0	127.5	0	105	0	107.5	0	0.0358186	0	8	52	43	44		
4	17.5	0	127.5	0	107.5	0	110	0	0.07726288	0	8	52	44	45		
4	17.5	0	127.5	0	110	0	112.5	0	0.03748142	0	8	52	45	46		
4	17.5	0	127.5	0	112.5	0	115	0	0.1406873	47.47740173	8	52	46	47		
4	17.5	0	127.5	0	115	0	117.5	0	0.1134316	70.65711975	8	52	47	48		
4	17.5	0	127.5	0	117.5	0	120	0	0.1918899	78.39203644	8	52	48	49		
4	17.5	0	127.5	0	120	0	122.5	0	0.31147951	73.58368683	8	52	49	50		
4	17.5	0	127.5	0	130	0	132.5	0	-1.03446603	78.86469269	8	52	53	54		
4	17.5	0	127.5	0	132.5	0	135	0	-0.4222343	70.08312225	8	52	54	55		
4	17.5	0	127.5	0	135	0	137.5	0	-0.35038471	54.99745941	8	52	55	56		
